Partner University,PU Course Code,PU Course Title,NUS Course Code
Stockholm University,BIOLOGY BL5026,Evolutionary Biology,LSM3252
CentSup - Ecole Centrale Paris,2SL 7007,Professional Practice Workshops,SX2996
Stockholm University,BIOLOGY BL5001,Conservation Biology,LSM4262
Stockholm University,BL 7047,Stem Cells in Developmental- and Cancer Biology,LSM4991
Stockholm University,MT 5009,Introduction to Finance Mathematics,QF1100
Technical Uni of Darmstadt,04 10-0617-VU,Statistical Theory for Deep Learning,ST4991
Technical Uni of Denmark,02601 -,Introduction to Numerical AlgoRithms,MA2213
Technical Uni of Denmark,02407 -,Stochastic Processes - Probability 2,MA3238
Technical Uni of Denmark,MA 02450,Introduction to Machine Learning and Data Mining,MA4270
Technical Uni of Denmark,42016 -,Business Economics and Finance,QF2104
Technical Uni of Denmark,42104 -,Introduction to Financial Engineering,QF2104
Technical Uni of Denmark,ST 02441,Applied Statistics and Statistical Software,ST2137
Chalmers Uni of Technology,KBT 110,Advanced chemical engineering and process analytical technology,CM3201
Technical Uni of Denmark,ST 02402,Statistics (Polytechnical Foundation),ST2137
Technical Uni of Denmark,ST 02411,Statistical Design and Analysis of Experiments,ST3232
Technical Uni of Denmark,MA 02407,Stochastic Processes - Probability 2,ST3236
Technical Uni of Denmark,ST 02443,Stochastic Simulation,ST3247
Technical Uni of Denmark,ST 02477,Bayesian Machine Learning,ST4234
Technical Uni of Denmark,ST 02582,Computational Data Analysis,ST4248
Technical Uni of Denmark,ST 02409,Multivariate Statistics,ST4250
Technical Uni of Denmark,ST 02417,Time Series Analysis,ST4253
Technical Uni of Munich,IN 2330,Convex Optimization for Computer Vision,DSA3102
Technical Uni of Munich,MA 4503,Modern Methods in Nonlinear Optimization,DSA3102
Chalmers Uni of Technology,KBT 036,Advanced organic chemistry,CM3221
Aarhus University,550132U 010,Graph Theory 1,MA2991
Technical Uni of Munich,MA 5442,High-dimensional Statistics,DSA4211
Technical Uni of Munich,IN 5159,Big Data Management and Analytics,DSA4212
Technical Uni of Munich,IN 2004,Efficient Algorithms and Data Structures,DSA4212
Technical Uni of Munich,IN 2361,Natural Language processing,DSA4213
Technical Uni of Munich,WZ 1044,Molecular Developmental Biotechnology and Reproductive Biotechnology,LSM3233
Technical Uni of Munich,WZ 4198,Wildlife Management and Wildlife-Human Interactions,LSM3991
Technical Uni of Munich,WZ 6432,Wildlife and Conservation Biology,LSM4262
Technical Uni of Munich,WZ 3230,Mitochondrial Biology,LSM4991
Technical Uni of Munich,IN 2346,Introduction to Deep Learning,MA2991
Technical Uni of Munich,MA 5437,Actuarial Risk Management,MA3993
Chalmers Uni of Technology,KFK 150,Applied optical spectroscopy,CM3991
Technical Uni of Munich,MA 3005,Partial Differential Equations,MA4221
Technical Uni of Munich,MA 3081,Dynamical Systems,MA4991
Technical Uni of Munich,MA 3408,Financial Mathematics 2,QF4102
Technical Uni of Munich,MA 9973,Continuous Time Finance (FIM),QF4103
Technical Uni of Munich,CIT CIT5130001,Applied Statistics and Data Analysis,ST2132
Technical Uni of Munich,MA 5441,Fundamentals of Mathematical Statistics,ST2132
Technical Uni of Munich,MA 3409,Applied Regression,ST3131
Technical Uni of Munich,IN 2010,Modeling and Simulation,ST3247
Technical Uni of Munich,PH 2222,Monte Carlo Methods,ST3247
Technical Uni of Munich,MA 4802,Statistical Learning,ST3248
Chalmers Uni of Technology,KTK 012,Catalysis,CM4228
Technical Uni of Munich,MA 3402,Computational Statistics,ST4231
Technical Uni of Munich,MA 3404,MA3404: Statistical Computing,ST4231
Technical Uni of Munich,MA 4402,Computational Statistics,ST4234
Technical Uni of Munich,MA 3411,Time Series Analysis,ST4253
Technical Uni of Munich,WI 000285,Innovative Entrepreneurs,SX2991
Technical Uni of Munich,IN 2178,Security Engineering,SX2995
The Australian National Uni,BIOL 3212,Australian Wildlife,ENV3991
The Australian National Uni,BIOL 3213,Australian Wildlife,ENV3991
The Australian National Uni,ENVS 2001,"Biodiversity Science: Wildlife, Vegetation and Landscape Ecology",LSM2251
The Australian National Uni,BIOL 3206,Evolution of Biodiversity,LSM3252
Chalmers Uni of Technology,KPO 021,Polymer Technology,CM4258
The Australian National Uni,BIOL 2202,Experimental Design and Analysis in Biology,LSM3257
The Australian National Uni,ASTR 1003,Astronomy and Space,PC1991
The Australian National Uni,ASTR 1001,Astrophysics,PC1991
The Australian National Uni,STAT 2008,Regression Modelling,ST3131
The Chinese Uni of Hong Kong,MATH 4230,Optimization Theory,DSA3102
The Chinese Uni of Hong Kong,DSPS 3803,AI for Social Good,DSA4266
The Chinese Uni of Hong Kong,MATH 2010,Advanced Calculus I,MA2311
The Chinese Uni of Hong Kong,STAT 2006,Basic Concepts in Statistics and Probability II,ST2132
The Chinese Uni of Hong Kong,STAT 3008,Applied Regression Analysis,ST3131
The College of William & Mary,CHEM 403,Advanced Organic Chemistry,CM3222
Chalmers Uni of Technology,KBT 192,Nuclear Chemistry,CM4991
The College of William & Mary,CHEM 314,Biochemistry,CM3225
The College of William & Mary,CHEM 458,Organic Spectroscopy,CM4225
The College of William & Mary,KINE 350,Science of Nutrition,FST1991
The Hong Kong Polytechnic Uni,ABCT 4740,Polymer Chemistry and Nanotechnology,CM3252
The Hong Kong Polytechnic Uni,ABCT 4651,"Environmental, Medicinal, Food and Other Commodities Testing",CM3991
The Hong Kong Polytechnic Uni,ABCT 3402,Food Chemistry,CM3991
The Hong Kong Polytechnic Uni,ABCT 4762,Medicinal Chemistry,CM4271
The Hong Kong Polytechnic Uni,ABCT 4779,Natural Products Chemistry,CM4991
The Hong Kong Polytechnic Uni,ABCT 2133,Human Physiology,LSM2991
The Hong Kong Polytechnic Uni,AMA 3658,Stochastic Processes for Investment,MA3238
Chalmers Uni of Technology,MVE 137,Probability and statistical learning using Python,ST2137
The Hong Kong Polytechnic Uni,AMA 3640,Statistical Inference,ST2132
The Hong Kong Polytechnic Uni,AMA 3602,Applied Linear Models,ST3131
The Hong Kong Polytechnic Uni,AMA 3654,Survey Sampling,ST3239
The Hong Kong Polytechnic Uni,AMA 4363,Loss Models,ST3246
The Hong Kong Polytechnic Uni,AMA 4688,Simulation,ST3247
The Hong Kong Polytechnic Uni,AMA 3304,Theory of Interest and Portfolio Analysis,ST4245
The Hong Kong Polytechnic Uni,AMA 4650,Forecasting & Applied Time Series Analysis,ST4253
The Hong Kong Polytechnic Uni,ENGL 2A10,Communicating effectively in the workplace,SX2996
The Hong Kong Polytechnic Uni,ENGL 3011,Content Design for Social Media,SX2997
The Hong Kong Polytechnic Uni,ENGL 3008,Fundamentals of Organisational Communication,SX2997
Chalmers Uni of Technology,MVE 190,Linear statistical models,ST3131
The Hong Kong Polytechnic Uni,ENGL 3029,The Language of Advertising,SX2997
The Uni of British Columbia,CHEM 313,Advanced Organic Chemistry for the Life Sciences,CM3225
The Uni of British Columbia,CHEM 410,Physical Chemistry of the Solid State,CM3253
The Uni of British Columbia,CHEM 302,Atmospheric Environmental Chemistry,CM3261
The Uni of British Columbia,CHEM 411,Synthesis and Chemistry of Natural Products,CM4274
The Uni of British Columbia,GEOG 319,Environmental Impact Assessment,ENV3104
The Uni of British Columbia,FRST 395,Wildlife Ecology and Management,ENV3991
The Uni of British Columbia,FNH 301,Food Chemistry,FST2102B
The Uni of British Columbia,FNH 477,Nutrition and Disease Prevention,FST3202
The Uni of British Columbia,FNH 351,"Vitamins, Minerals, and Health",FST3203
Chalmers Uni of Technology,MVE 170,Basic stochastic processes,ST3236
The Uni of British Columbia,FNH 371,Human Nutrition Over The Life Span,FST3204
The Uni of British Columbia,FNH 355,International Nutrition,FST3205
The Uni of British Columbia,BIOL 234,Fundamentals of Genetics,LSM2105
The Uni of British Columbia,BIOL 230,Fundamentals of Ecology,LSM2251
The Uni of British Columbia,BIOL 418,Evolutionary Ecology,LSM3252
The Uni of British Columbia,BIOL 336,Fundamentals of Evolutionary Biology,LSM3252
The Uni of British Columbia,BIOL 300,Fundamentals of Biostatistics,LSM3257
The Uni of British Columbia,BIOL 327,Introduction to Entomology,LSM3265
The Uni of British Columbia,BIOL 427,Ornithology and Herpetology,LSM3266
The Uni of British Columbia,BIOL 310,Epidemiology,LSM3991
Chalmers Uni of Technology,MVE 187,Computational methods for Bayesian statistics,ST4234
The Uni of British Columbia,BIOL 371,Principles of Neurobiology 1,LSM3991
The Uni of British Columbia,EOSC 270,Marine Ecosystems,LSM4261
The Uni of British Columbia,MATH 345,Applied Nonlinear Dynamics and Chaos,MA4233
The Uni of British Columbia,ATSC 113,Applied Meteorology,PC1991
The Uni of British Columbia,PHYS 410,Computational Physics,PC3236
The Uni of British Columbia,ATSC 409,"Numerical Techniques for Ocean, Atmosphere and Earth Scientists",PC3236
The Uni of British Columbia,PHYS 408,Optics,PC3247
The Uni of British Columbia,EOSC 354,Analysis of Time Series and Inverse Theory for Earth Scientists,PC3991
The Uni of British Columbia,PHYS 403,Statistical Mechanics,PC4241
The Uni of British Columbia,ATSC 405,Cloud Physics and Chemistry,PC4991
Chalmers Uni of Technology,DAT 405,Introduction to data science and AI,SX2996
The Uni of British Columbia,ATSC 404,Dynamic Meteorology,PC4992
The Uni of British Columbia,STAT 306,Finding Relationships in Data,ST3131
The Uni of British Columbia,CONS 127,Observing the Earth from Space,SX2882
The Uni of New South Wales,BIOS 3171,Evolution,LSM3252
The Uni of New South Wales,BABS 3291,"Genes, Genomes and Evolution",LSM3252
The Uni of New South Wales,BIOS 3091,Marine and Aquatic Ecology,LSM3254
The Uni of New South Wales,BEES 2041,Data Analysis for Life and Earth Sciences,LSM3257
The Uni of New South Wales,BIOS 3011,Animal Behaviour,LSM3267
The Uni of New South Wales,GEOS 3761,Environmental Change,LSM3272
The Uni of New South Wales,CLIM 2002,Risks and Impacts of a Changing Climate,LSM3272
Chulalongkorn University,2301364,Operations research II,MA3252
Aarhus University,550211U 001,Deep Learning,MA3991
The Uni of New South Wales,BIOS 3123,Conservation in Practice,LSM3991
The Uni of New South Wales,BIOS 3081,Ocean to Estuarine Ecosystems,LSM3991
The Uni of New South Wales,BIOS 2061,Vertebrate Zoology,LSM3991
The Uni of New South Wales,MSCI 0501,The Marine Environment,LSM4261
The Uni of Texas at Austin,M 480D,"Sequences, Series, and Multivariable Calculus",MA2311
The Uni of Texas at Austin,SDS 324E,Elements of regression analysis,ST3131
The Uni of Texas at Austin,MIS 173,Blockchain,SX2993
The Uni of Texas at Austin,CS 104C,Competitive Programming,SX2994
The Uni of Texas at Austin,CS 329E,Elements of Data Analytics,SX2996
The Uni of Western Australia,NEUR 3310,Neuroscience,LSM3991
Chulalongkorn University,2603603,Statistical Inference,ST2132
The University of Adelaide,APP MTH 3014,Optimisation III,DSA3102
The University of Adelaide,ANIML SC 1016RW,Principles in Animal Behaviour Welfare Ethics I,LSM1303
The University of Adelaide,ANIML SC 1015RW,Animal Handling & Husbandry I,LSM1303
The University of Adelaide,HLTH SC 1000OL,Introduction to Forensic Sciences,LSM1991
The University of Adelaide,ENV BIOL 2502,Ecology II,LSM2251
The University of Adelaide,ENV BIOL 2503,Zoology II,LSM2991
The University of Adelaide,ENV BIOL 2501,Evolutionary Biology II,LSM3252
The University of Adelaide,ENV BIOL 2500,Botany II,LSM3258
The University of Adelaide,OENOLOGY 1018NW,Foundations of Wine Science I,LSM3992
The University of Adelaide,APP MTH 3001,Applied Probability III,ST3236
Chulalongkorn University,2603645,Applied Statistical Models,ST3131
The University of Arizona,BSM 101,Clinical Reasoning: An Introduction to Medicine,LSM2996
The University of Auckland,MEDIA 231,Eco/Media,ENV2991
The University of Auckland,MARINE 302,Dynamics of Marine Systems,ENV3991
The University of Auckland,BIOSCI 395,Pacific Biogeography and Biodiversity,ENV3991
The University of Auckland,GEOG 325,The Human Dimension of Disasters,ENV3991
The University of Auckland,BIOSCI 337,Animal Behaviour,LSM3267
The University of Edinburgh,INFR 10078,Foundations of Natural Language Processing,DSA4213
The University of Edinburgh,BILG 09010,Developmental Biology 3,LSM3233
The University of Edinburgh,BILG 09001,Molecular Cell Biology 3,LSM3243
The University of Edinburgh,BILG 09011,Evolution and Ecology of Plants 3,LSM3252
Chulalongkorn University,2603536,Theory of Statistical Learning,ST3248
The University of Edinburgh,ECSC 10038,Data Science in Ecology and Environmental Science,LSM3257
The University of Edinburgh,BILG 08016,The Green Planet 2,LSM3258
The University of Edinburgh,BILG 09006,Behavioural Ecology 3,LSM3267
The University of Edinburgh,BILG 08011,Animal Biology 2,LSM3991
The University of Edinburgh,BIME 09006,Reproductive Biology 3,LSM4252
The University of Edinburgh,MATH 08064,Fundamentals of Pure Mathematics,MA2108
The University of Edinburgh,MATH 10073,"Linear Programming, Modelling and Solution",MA3252
The University of Edinburgh,INFR 11224,Machine Learning Theory,MA4270
The University of Hong Kong,CHEM 3142,Chemical process industries and analysis,CM3201
The University of Hong Kong,CHEM 3442,Organic chemistry of biomolecules,CM3225
City University of Hong Kong,CHEM 1101,Introduction to Chemistry,CM1417
The University of Hong Kong,CHEM 3541,Physical chemistry: Introduction to quantum chemistry,CM3231
The University of Hong Kong,CHEM 3143,Introduction to materials chemistry,CM3253
The University of Hong Kong,CHEM 3141,Environmental Chemistry,CM3261
The University of Hong Kong,CHEM 3242,Food and Water Analysis,CM3991
The University of Hong Kong,CHEM 3342,Bioinorganic Chemistry,CM3991
The University of Hong Kong,CHEM 4341,Advanced Inorganic Chemistry,CM4211
The University of Hong Kong,CHEM 4444,Chemical biology,CM4227
The University of Hong Kong,CHEM 4242,Analytical chemistry,CM4242
The University of Hong Kong,CHEM 4144,Advanced Materials,CM4253
The University of Hong Kong,CHEM 4145,Medicinal Chemistry,CM4271
City University of Hong Kong,CHEM 2006,Principles of Inorganic Chemistry,CM1991
The University of Hong Kong,CHEM 4443,Integrated Organic Synthesis,CM4274
The University of Hong Kong,ENVS 3010,Sustainable energy and environment,CM4282
The University of Hong Kong,CHEM 4148,Frontiers in Modern Chemical Science,CM4991
The University of Hong Kong,CHEM 4147,Supramolecular Chemistry,CM4991
The University of Hong Kong,CCST 9009,Living with Stem Cells,LSM3991
The University of Hong Kong,MATH 2101,Linear algebra I,MA2001
The University of Hong Kong,MATH 2241,Introduction to mathematical analysis,MA2108
The University of Hong Kong,MATH 2211,Multivariable Calculus,MA2311
The University of Hong Kong,MATH 3408,Computational methods and differential equations with applications,MA3227
The University of Hong Kong,MATH 3904,Introduction to Optimization,MA3236
City University of Hong Kong,CHEM 2007A,Principles of Organic Chemistry,CM1991
The University of Hong Kong,PHYS 4551,Solid State Physics,PC3235
The University of Hong Kong,PHYS 2160,Introductory computational physics,PC3236
The University of Hong Kong,PHYS 3999,Directed studies in physics,PC3288
The University of Hong Kong,PHYS 3151,Machine Learning in Physics,PC3991
The University of Hong Kong,STAT 3615,Practical mathematics for investment,QF4991
The University of Hong Kong,STAT 3600,LINEAR STATISTICAL ANALYSIS,ST3131
The University of Hong Kong,STAT 3603,STOCHASTIC PROCESSES,ST3236
The University of Hong Kong,STAT 3617,Sample Survey Methods,ST3239
The University of Hong Kong,STAT 3612,Statistical machine learning,ST3248
The University of Hong Kong,STAT 3613,Marketing analytics,ST3991
City University of Hong Kong,CHEM 2008A,Principals of Physical Chemistry,CM1991
The University of Hong Kong,STAT 7611,Computational statistics,ST4231
The University of Hong Kong,STAT 4610,Bayesian learning,ST4234
The University of Hong Kong,MATH 3603,Probability theory,ST4237
The University of Hong Kong,STAT 3021,Modern biostatistics,ST4241
The University of Hong Kong,STAT 3609,The statistics of investment risk,ST4245
The University of Hong Kong,STAT 4602,Multivariate data analysis,ST4250
The University of Hong Kong,STAT 4601,Time-series analysis,ST4253
The University of Hong Kong,STAT 7610,Advanced probability,ST4991
The University of Manchester,BIOL 21232,Fundamentals of Evolutionary Biology,LSM2107
The University of Manchester,BIOL 21132,Cell Metabolism & Metabolic Control,LSM3991
City University of Hong Kong,CHEM 2007,PRINCIPLES OF ORGANIC CHEMISTRY,CM2993
The University of Manchester,MATH 11112,Real Analysis,MA2108
The University of Manchester,PHYS 40202,Advanced Quantum Mechanics,PC3130
The University of Manchester,PHYS 30121,Introduction to Nuclear and Particle Physics,PC3232
The University of Manchester,PHYS 40642,Atomic Physics,PC3233
The University of Manchester,PHYS 20252,Fundamentals of Solid State Physics,PC3235
The University of Manchester,PHYS 20762,Computational Physics,PC3236
The University of Manchester,PHYS 30652,Physics of Fluids,PC3238
The University of Manchester,PHYS 20612,Introduction to Photonics,PC3243
The University of Manchester,PHYS 20692,Astrophysical Processes,PC3246
The University of Manchester,PHYS 20312,Wave Optics,PC3247
City University of Hong Kong,CHEM 4084,Crystallography/ Solid-state Inorganic Chemistry,CM3253
The University of Manchester,COMP 24112,Machine Learning,PC3270
The University of Manchester,PHYS 10792,Introduction to Data Science,PC3991
The University of Manchester,PHYS 30632,Physics of Medical Imaging,PC3991
The University of Manchester,COMP 39112,Quantum Computing,PC3991
The University of Manchester,PHYS 40712,Semiconductor Quantum Structures,PC4228
The University of Manchester,PHYS 40222,Particle Physics,PC4245
The University of Manchester,PHYS 30302,General Physics Skills,PC4991
The University of Manchester,PHYS 20872,Theory Computing Project,PC4991
The University of Manchester,BIOL 21152,`Omic Technologies & Resources,PHS4991
The University of Melbourne,CEDB 30003,Developmental Biology,LSM3233
City University of Hong Kong,CHEM 2005,Principles of Environmental Chemistry,CM3261
Aarhus University,550201U 002,Causal Inference,ST2991
The University of Melbourne,BIOL 20001,Evolution: Making Sense Of Life,LSM3252
The University of Melbourne,EVSC 30006,Ecology of Urban Landscapes,LSM3255
The University of Melbourne,BOTA 20001,Green Planet: Plants and the Environment,LSM3256
The University of Melbourne,ZOOL 30006,Animal Behaviour,LSM3267
The University of Melbourne,BIOL 30002,Experimental Animal Biology,LSM3991
The University of Melbourne,MIIM 30017,Medical Microbiology: Parasitology,LSM3991
The University of Melbourne,BOTA3000 30004,Vegetation Management and Conservation,LSM3991
The University of Melbourne,ZOOL 20004,Austrailian Wildlife Biology,LSM3991
The University of Melbourne,VETS 20019,Frontiers in Veterinary Science,LSM3991
The University of Melbourne,CEDB 30004,Stem Cells in Development & Regeneration,LSM4227
City University of Hong Kong,CHEM 3053,Computational Chemistry,CM3296
The University of Melbourne,BIOL 30001,Reproductive Physiology,LSM4252
The University of Melbourne,ANSC 30004,Applied Animal Reproduction and Genetics,LSM4259
The University of Melbourne,EVSC 20004,Blue Planet - Intro to Marine Biology,LSM4261
The University of Melbourne,MAST 20026,Real Analysis,MA2108
The University of Melbourne,MAST 30005,Algebra,MA2202
The University of Melbourne,MAST 30026,Metric and Hilbert Spaces,MA3209
The University of Melbourne,MAST 30021,Complex Analysis,MA3211
The University of Melbourne,MAST 30030,Applied Mathematical Modelling,MA3264
The University of Melbourne,MAST 30025,Linear Statistical Models,ST3131
The University of Melbourne,MAST 30028,Numerical Methods & Scientific Computing,ST3247
City University of Hong Kong,CHEM 3052,CHEMISTRY BEYOND THE MOLECULE: SUPRAMOLECULAR CHEMISTRY,CM3991
The University of Nottingham,BIOS 3014,Plants and the Light Environment,ENV3991
The University of Nottingham,BIOS 2005,Soils,ENV3991
The University of Nottingham,LIFE 2046,Evolutionary Biology of Animals,LSM3252
The University of Nottingham,LIFE 3023,Evolutionary Ecology,LSM3252
The University of Nottingham,BIOS 2101,Forest Ecology and Management,LSM3255
The University of Nottingham,BIOS 2123,Insect Biology,LSM3265
The University of Nottingham,BIOS 3101,Tropical Ecology and Conservation,LSM4262
The University of Queensland,AGRC 1040,Food for a Healthy Planet,FST2991
The University of Queensland,CHEM 2054,Experimental Chemistry 1,FST3111
The University of Queensland,FOOD 3017,Food Safety & Quality Management,FST3112
City University of Hong Kong,CHEM 3083,Cosmetic Chemistry,CM3991
The University of Queensland,FOOD 7000,Advanced Food Materials Science,FST4103
The University of Queensland,FOOD 3000,Functional Foods & Nutraceuticals,FST4201
The University of Queensland,BIOL 2001,Australia's Terrestrial Environment,LSM3991
The University of Queensland,PARA 3002,BIOMEDICAL PARASITOLOGY,LSM3991
The University of Queensland,BIOM 3015,Integrative Physiology & Pathophysiology,LSM3991
The University of Queensland,MICR 3004,MICROBIAL GENOMICS,LSM3992
The University of Sheffield,APS 344,Topics in Evolutionary Genetics,LSM3252
The University of Sheffield,BMS 247,"Biology of Stem Cells, Ageing and Cancer",LSM3991
The University of Sydney,AVBS 3004,Wildlife Conservation,LSM2251
The University of Sydney,VIRO 3001,Virology,LSM3227
City University of Hong Kong,CHEM 4043,FOOD CHEMISTRY,CM3991
The University of Sydney,BCMB 3002,Protein Function and Engineering,LSM4242
The University of Sydney,BIOL 3026,Developmental Biology,LSM4256
The University of Tokyo,0530042 FSC-CH3203,Organic Chemistry III(Reaction),CM2991
The University of Tokyo,7V010101 FGL-GL3119,Catalytic Processes for a Sustainable World,CM3991
The University of Tokyo,FAS FA4E06S3,Conservation and the Environment,ENV3991
The University of Tokyo,FAS DA4F46L3,Population Dynamics [Environmental Sciences],ENV3991
The University of Tokyo,FGL GL3111S3,Global Liberal Arts Climate Repair,ENV3991
The University of Tokyo,FAS XA4D03S3,Global Praxis (Advanced) (4),ENV3991
The University of Tokyo,FAS DA4F17L3,Seminar in Global Liberal Arts I 3,ENV3991
The University of Tokyo,FAG CL3F17L1,Forest Landscape Planning,ENV4991
City University of Hong Kong,CHEM 3085,Gemological Science,CM3991
The University of Tokyo,FAS DA4F49L3,Urban Planning Technology I,ENV4991
The University of Tokyo,FAS DA4F19L3,Biodiversity and Ecosystems,LSM1991
The University of Tokyo,08D1419 DA4F19L3,Biodiversity and Ecosystems,LSM1991
The University of Tokyo,FAS 08D1419,Biodiversity and Ecosystems,LSM1991
The University of Tokyo,06032099 CE3I08L1,Biochemistry for Environmental,LSM2997
The University of Tokyo,FAS DA4F02L3,Statistics [Environmental Sciences],LSM3257
The University of Tokyo,CAS PG1D60L3,Global Environment Studies (PEAK),LSM3272
The University of Tokyo,FAG CL3Q18L1,Marine Ecology,LSM3991
The University of Tokyo,0530071 CH4401L2,Biomolecular Chemistry,LSM3991
The University of Tokyo,FAS XA3C07L3,Advanced ALESS II,LSM4228
City University of Hong Kong,CHEM 4029,Advanced Analytical Chemistry,CM4242
The University of Tokyo,7V010102 FGL-GL3122,Model Organisms in Biomedical Research,LSM4228
The University of Tokyo,FSC IS3022L1,Numerical Analysis,MA3227
The University of Tokyo,FAS FA4E05,Mathematical modeling,MA3264
The University of Tokyo,FSC IS2001L1,Information Mathematics,MA3991
The University of Tokyo,7V010103 FGL-GL3133,Medicinal Chemistry: From Drug Discovery to Market,PHS3991
Tokyo Institute of Technology,ART T45,Advanced Machine Learning,DSA3102
Tokyo Institute of Technology,MCS.T 420,Additive and nonadditive measure theories,MA4262
Tokyo Institute of Technology,ART.T 462,Complex Networks,MA4991
Tsinghua University,ZXX 80240763-0,Natural Language Processing,DSA4213
Tsinghua University,ZXX 40512182,Financial Technology,DSE4211
City University of Hong Kong,CHEM 3055,Green Chemistry,CM4269
UBC (Okanagan),MATH 303,Numerical Analysis,DSA2102
UBC (Okanagan),DATA 410,Regression and Generalized Linear Models,ST3131
"Uni College Cork, Ireland",CM 3101,Natural Products and Reaction Mechanisms,CM3225
"Uni College Cork, Ireland",CM 3025,Materials Chemistry,CM3253
"Uni College Cork, Ireland",CM 3104,Environmental Chemistry and Analysis,CM3261
"Uni College Cork, Ireland",FC 2800,Food Chemistry II,CM3991
"Uni College Cork, Ireland",CM 3102,Introduction to Pharmaceutical Chemistry,CM3991
"Uni College Cork, Ireland",FS 2002,Introductory Food Chemistry: Food Constituents A,CM3991
"Uni College Cork, Ireland",FS 1011,Introduction to Food Science and Technology,FST1991
"Uni College Cork, Ireland",FS 2005,Principles of Food Science and Technology,FST1991
City University of Hong Kong,CHEM 4045,Medicinal Chemistry,CM4271
"Uni College Cork, Ireland",BC 3010,Bioinformatics,LSM2241
"Uni College Cork, Ireland",MB 3002,Virology,LSM3227
"Uni College Cork, Ireland",PT 2101,Chemotherapy and Pharmacology of Inflammation,LSM3991
"Uni College Cork, Ireland",PL 3023,Renal Physiology,LSM3991
"Uni College Cork, Ireland",BC 3008,Biochemistry of the Central Nervous System,LSM3991
"Uni College Cork, Ireland",BC 3011,Forensic Genetics and Molecular Biology,LSM3991
"Uni College Cork, Ireland",UW 0002,Science in Society,LSM3991
"Uni College Cork, Ireland",BC 4002,Protein Science,LSM4242
"Uni College Cork, Ireland",BC 4011,Cell and Molecular Basis of Neurodegenerative disease,LSM4991
"Uni College Cork, Ireland",MS 2005,Discrete Mathematics,MA2991
City University of Hong Kong,SDSC 2002,Convex Optimisation,DSA3102
"Uni College Cork, Ireland",PY 1013,Physics for Biological and Chemical Sciences I,PC1421
"Uni College Cork, Ireland",PY 2103,Electrostatics and Magnetostatics,PC2031
"Uni College Cork, Ireland",PY 2108,Experimental Methods I,PC2193
"Uni College Cork, Ireland",PT 4012,Applied Pharmacology & Toxicology,PHS4991
"Uni College Cork, Ireland",PT 3005,Chemotherapy and Pharmacology of Inflammation,PHS4991
"Uni College Cork, Ireland",ST 1050,Statistical Programming in R,ST1131
"Uni College Cork, Ireland",ST 2053,Introduction to Regression Analysis,ST3131
"Uni College London, Uni London",CHEM 0023,Chemistry of Biologically Important Molecules,CM3225
"Uni College London, Uni London",CHEM 0012,Chemistry of Materials,CM3253
"Uni College London, Uni London",CHEM 0030,Advanced Topics in Inorganic Chemistry,CM3991
City University of Hong Kong,SDSC 4103,Decision Analytics and Risk Managemen,DSA4212
Aarhus University,550152U 022,Monte Carlo Simulation,ST3247
